Nama Objek,Tgl Penilaian,Alamat,RT/RW,Desa,Kecamatan,Kota,Provinsi,Koordinat,Jumlah Satuan,Luas Tanah,Luas Bangunan,Indikasi Nilai Tanah,Nilai Objek,Total Nilai,Klasifikasi,Jenis_Objek,Jenis Objek Lainnya,Tujuan Penilaian,Tujuan Penilaian Lainnya,Pendekatan Penilaian,Pendekatan Penilaian Lainnya,Metode Penilaian1,Metode Penilaian Lainnya1,Metode Penilaian2,Metode Penilaian Lainnya2,Dasar Nilai,Dasar Nilai Lainnya,Latitude,Longitude
Rumah Tinggal,8 Desember 2020,"Perumahan Duren Village Blok C.2B No.5, Kelurahan Sudimara Pinang Kecamatan Pinang, Kota Tangerang, Provinsi Banten.",001/012,Sudimara Pinang,Pinang,Kota Tangerang,Banten,"-6.227591666666667, 106.69547777777778",1,72,45,"Rp2.263.889,00","Rp295.000.000,00","Rp295.000.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Lainnya,METODE EKSTRAKSI (PERBANDINGAN TIDAK LANGSUNG),Nilai Pasar,(NULL),-6.227591666666667,106.69547777777778
Rumah Tinggal,11 Februari 2021,"Jl. Siswa Dalam No. 54, Ds. Suka Asih, Kec. Tangerang, Kota Tangerang, Prov. Banten",000/000,Sukaasih,Tangerang,Kota Tangerang,Banten,"-6.171777777777778, 106.63683333333334",1,158,140,"Rp4.960.000,00","Rp1.243.236.000,00","Rp1.243.236.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.171777777777778,106.63683333333334
Rumah Tinggal,11 Februari 2021,"Jl. Untung Suropati No. 18, Ds. Cimone Jaya, Kec. Karawaci, Kota Tangerang, Prov. Banten",000/000,Cimone Jaya,Karawaci,Kota Tangerang,Banten,"-6.188416666666667, 106.61699999999999",1,240,187,"Rp3.979.000,00","Rp1.687.969.000,00","Rp1.687.969.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pendapatan,(NULL),Lainnya,Metode Biaya Pengganti,(NULL),(NULL),Nilai Pasar,(NULL),-6.188416666666667,106.617
Rumah Tinggal,7 Januari 2021,"Komplek Taman New Britania, Jl. Liverpool. No. 72, Panunggangan Barat, Cibodas, Kota Tangerang",0,Panunggangan Barat,Cibodas,Kota Tangerang,Banten,"-6.222533333333334, 106.62625277777776",1,90,112,"Rp11.850.000,00","Rp1.348.200.000,00","Rp1.348.200.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,ekstraksi,Lainnya,ekstraksi,Nilai Pasar,(NULL),-6.222533333333334,106.62625277777776
Rumah Tinggal,12 Januari 2021,"Perum. Daan Mogot Arcadia, Blok D-13 No. 22",000/000,Batuceper,Batuceper,Kota Tangerang,Banten,"-6.159055555555556, 106.67025000000001",1,106,"52,65","Rp7.491.598,00","Rp961.339.624,00","Rp961.339.624,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.159055555555556,106.67025
Rumah Tinggal,8 Januari 2021,"Perumahan Kembang Larangan (Nila Kandi) , Jalan Lengkuas VI No. 7",-,Larangan Selatan,Larangan,Kota Tangerang,Banten,"-6.2476666666666665, 106.71933333333334",1,58,40,"Rp4.936.207,00","Rp417.000.000,00","Rp417.000.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.2476666666666665,106.71933333333334
Rumah Tinggal,11 Februari 2021,"Jl. KH. Ahmad Dahlan No. 39, Kel. Petir, Kec. Cipondoh, Kota Tangerang",000/000,Petir,Cipondoh,Kota Tangerang,Banten,"-6.1866666666666665, 106.71702777777777",1,112,72,"Rp8.659.000,00","Rp1.178.886.000,00","Rp1.178.886.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.1866666666666665,106.71702777777776
Rumah Tinggal,11 Februari 2021,"Jl. Raya Kutabumi-Nagrak No. 28, Kel. Periuk, Kec. Periuk, Kota Tangerang, Banten",000/000,Periuk,Periuk,Kota Tangerang,Banten,"-6.1520277777777785, 106.59322222222222",1,129,88,"Rp6.060.000,00","Rp994.876.000,00","Rp994.876.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pendapatan,(NULL),Lainnya,Metode Biaya Pengganti,(NULL),(NULL),Nilai Pasar,(NULL),-6.1520277777777785,106.59322222222222
Rumah Tinggal,8 Januari 2021,Perumahan Taman Anyelir Blok A - 2 No. 13,000/00,Cikokol,Tangerang,Kota Tangerang,Banten,"-6.214416666666667, 106.63777777777779",1,261,168,"Rp5.830.000,00","Rp1.282.600.000,00","Rp1.282.600.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,RCN dan Data pasar,(NULL),(NULL),Nilai Pasar,(NULL),-6.214416666666667,106.6377777777778
Rumah Tinggal,11 Desember 2020,Perumahan Aster Blok A 3 No. 10,-,Cibodas,Cibodas,Kota Tangerang,Banten,"-6.205111111111111, 106.60875",1,78,"82,50","Rp370.500.000,00","Rp625.400.000,00","Rp625.400.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pendapatan,(NULL),Lainnya,Perbandingan Data Pasar,Lainnya,metode biaya pengganti baru terdepresiasi,Nilai Pasar,(NULL),-6.205111111111111,106.60875
Rumah Tinggal,7 Januari 2021,Jalan Sukahati II No. 33,005/014,Sukasari,Tangerang,Kota Tangerang,Banten,"-6.168277777777778, 106.63519444444445",1,170,180,"Rp6.300.000,00","Rp1.673.100.000,00","Rp1.673.100.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Likuidasi,(NULL),-6.168277777777778,106.63519444444444
Gudang,8 Januari 2021,"Komplek Pergudangan PKT Bitung 2, Jl. Gatot Subroto Km. 8",000/000,Manis Jaya,Jati Uwung,Kota Tangerang,Banten,"-6.208805555555556, 106.57111111111111",9,3540,3294,"Rp6.500.000,00","Rp30.930.900.000,00","Rp30.930.900.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.208805555555556,106.57111111111112
Gudang,7 Januari 2021,"Jl. Kp Kroncong, Keroncong, Jatiuwung, Kota Tangerang",001/004,Keroncong,Jati Uwung,Kota Tangerang,Banten,"-6.187580555555556, 106.58438055555555",1,5300,3629,"Rp2.550.000,00","Rp17.114.000.000,00","Rp17.114.000.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Lainnya,ekstraksi,Nilai Pasar,(NULL),-6.187580555555556,106.58438055555555
Rumah Tinggal,14 April 2021,Jl. H. Holil No. 133,001/009,Kreo,Larangan,Kota Tangerang,Banten,"-6.229327777777778, 106.74010555555556",1,319,259,"Rp6.283.000,00","Rp2.883.300.000,00","Rp2.883.300.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.229327777777778,106.74010555555556
Rumah Tinggal,20 Mei 2021,"Komplek Perumahan Metro Permata I Blok J6 No. 34 Kelurahan Karang Mulya, Kecamatan Ciledug, Kotamadya Tangerang, Provinsi Banten",000/000,Karang Mulya,Karang Tengah,Kota Tangerang,Banten,"-6.20275, 106.70963888888889",1,140,150,"Rp8.500.000,00","Rp1.512.000.000,00","Rp1.512.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Lainnya,LAPORAN TERPERINCI,Pendekatan Pendapatan,(NULL),Lainnya,PENDEKATAN BIAYA,(NULL),(NULL),Nilai Pasar,(NULL),-6.20275,106.70963888888888
Rumah Tinggal,22 Februari 2021,Kavling Suad Blok E No. 21,004/005,Kreo,Larangan,Kota Tangerang,Banten,"-6.224555555555556, 106.73544444444444",1,210,195,"Rp5.900.000,00","Rp1.736.250.000,00","Rp1.736.250.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.224555555555556,106.73544444444444
Rumah Tinggal,22 Januari 2021,"Perumahan Banjar Wijaya Cluster Cemara 2 Blok B1 No.37 Kelurahan Poris Plawad Indah, Kecamatan Cipondoh Kota Tangerang, Propinsi Banten",(NULL),Poris Plawad,Cipondoh,Kota Tangerang,Banten,"-6.194111111111112, 106.65666666666667",1,102,132,"Rp7.293.880,00","Rp1.145.600.000,00","Rp1.145.600.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Pendapatan,(NULL),Lainnya,Perbandingan Data Pasar dan Metode DRC,(NULL),(NULL),Nilai Pasar,(NULL),-6.194111111111112,106.65666666666668
Rumah Tinggal,11 Januari 2021,Perumahan Duren Village Blok G1 No.8,-,Padurenan,Karang Tengah,Kota Tangerang,Banten,"-6.225666666666667, 106.69697222222223",1,240,181,"Rp6.500.000,00","Rp2.090.000.000,00","Rp2.090.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.225666666666667,106.69697222222224
Gudang,20 Januari 2021,"Jl. HOS Cokroaminoto, Larangan Indah, Larangan, Kota Tangerang",0,Larangan Indah,Larangan,Kota Tangerang,Banten,"-6.232444444444445, 106.73355555555555",1,4347,3705,"Rp14.000.000,00","Rp76.745.900.000,00","Rp76.745.900.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Reproduksi,(NULL),Nilai Pasar,(NULL),-6.232444444444445,106.73355555555555
Gudang,9 Februari 2021,Komp. Pergudangan Bandara Mas Blok T11,000,Kedaung Wetan,Neglasari,Kota Tangerang,Banten,"-6.240055555555555, 107.05597222222222",1,1260,2527,"Rp10.892.858,00","Rp21.557.100.000,00","Rp21.557.100.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.240055555555555,107.05597222222222
Gudang,21 Januari 2021,"Komplek Pergudangan Lio Baru Asri, Blok A, No. 6, Batusari, Batuceper, Kota Tangerang",0,Batusari,Batuceper,Kota Tangerang,Banten,"-6.162455555555556, 106.65386944444445",1,357,306,"Rp9.800.000,00","Rp4.356.800.000,00","Rp4.356.800.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Reproduksi,(NULL),Nilai Pasar,(NULL),-6.162455555555556,106.65386944444444
Gudang,29 Juni 2021,"Jalan Abdul Rahman Saleh No.20-B & 20-C, Kelurahan Jurumudi, Kecamatan Benda, Kota Tangerang, Propinsi Banten.",000/000,Jurumudi,Benda,Kota Tangerang,Banten,"-6.141638888888889, 106.67936111111112",1,1666,14785,"Rp5.464.000,00","Rp10.360.100.000,00","Rp10.360.100.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.141638888888889,106.67936111111112
Gudang,29 Juni 2021,"Jalan Abdul Rahman Saleh 20-D & 20-E, Kelurahan Jurumudi, Kecamatan Benda, Kota Tangerang, Propinsi Banten",000/000,Belendung,Benda,Kota Tangerang,Banten,"-6.142, 106.67930555555556",1,1308,1155,"Rp5.466.000,00","Rp9.061.100.000,00","Rp9.061.100.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.142,106.67930555555556
Rumah Tinggal,24 Januari 2021,"Jl. Kalimantan No. 898, Panunggangan Barat, Cibodas, Kota Tangerang",0,Panunggangan Barat,Cibodas,Kota Tangerang,Banten,"-6.218555555555556, 106.62019444444444",1,288,199,"Rp10.350.000,00","Rp3.795.550.000,00","Rp3.795.550.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,ekstraksi,Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.218555555555556,106.62019444444444
Rukan,13 Januari 2021,Jalan Raya Merdeka' No. 197,-,Sukajadi,Karawaci,Kota Tangerang,Banten,"-6.178777777777778, 106.62405555555554",1,160,324,"Rp4.423.000.000,00","Rp4.423.000.000,00","Rp4.423.000.000,00",Properti Sederhana,Rukan,(NULL),Penjamin Utang,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.178777777777778,106.62405555555554
Rukan,13 Januari 2021,Komplek Ruko WR Blok A No. 11 - 12' Jalan Raya Imam Bonjol,-,Sukajadi,Karawaci,Kota Tangerang,Banten,"-6.1842500000000005, 106.62605555555555",1,152,312,"Rp3.058.000.000,00","Rp3.058.000.000,00","Rp3.058.000.000,00",Properti Sederhana,Rukan,(NULL),Penjamin Utang,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.1842500000000005,106.62605555555557
Pabrik,27 Januari 2021,"Jalan Dipati Unus, RT/RW 03/09, Kelurahan Cibodas, Kecamatan Cibodas, Kota Tangerang, Provinsi Banten, Kode Pos 15138",0,Cibodas,Cibodas,Kota Tangerang,Banten,"-6.188908333333334, 106.60440555555554",1,1921,1515,"Rp4.350.000,00","Rp12.309.100.000,00","Rp12.309.100.000,00",Properti,Pabrik,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Reproduksi,(NULL),Nilai Pasar,(NULL),-6.188908333333334,106.60440555555554
Rumah Tinggal,22 Maret 2021,"Perumahan Wisma Harapan Blok. A-03 No. 50 Jl. Wisma Melati 3,",000/000,Gembor,Periuk,Kota Tangerang,Banten,"-6.176166666666667, 106.57766666666666",1,84,63,"Rp2.975.000,00","Rp407.400.000,00","Rp407.400.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.176166666666667,106.57766666666666
Rumah Tinggal,15 Januari 2021,"Graha Karang Tengah Blok I No. 9, Kel. Pondok Pucung, Kec. Karang Tengah, Kota Tangerang, Propinsi Banten 15157",000/000,Pondok Pucung,Karang Tengah,Kota Tangerang,Banten,"-6.218694444444445, 106.70094444444445",1,60,"88,70","Rp5.300.000,00","Rp632.700.000,00","Rp632.700.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar,Lainnya,BIAYA PENGGANTI BARU TERDEPRESIASI,Nilai Pasar,(NULL),-6.218694444444445,106.70094444444445
Rumah Tinggal,5 April 2021,"Cluster Grand Poris, Blok AA-7 No.9",-,Cipondoh,Cipondoh,Kota Tangerang,Banten,"-6.173583333333333, 106.68613888888889",1,72,93,"Rp8.927.157,00","Rp903.000.000,00","Rp903.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.173583333333333,106.68613888888888
Rumah Tinggal,6 Agustus 2021,"Jalan K.H Ahmad Dahlan, No. 03, Rt. 06/Rw. 01, Kelurahan Petir, Kecamatan Cipondoh, Kota Tangerang, Propinsi Banten, 15147",06/01,Petir,Cipondoh,Kota Tangerang,Banten,"-6.190611111111111, 106.70622222222222",1,447,212,"Rp6.700.000,00","Rp3.628.000.000,00","Rp3.628.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Lainnya,DRC,Nilai Pasar,(NULL),-6.190611111111111,106.70622222222222
Rumah Tinggal,27 April 2021,"Perumahan Periuk Jaya Permai, Jl. Periuk Jaya Permai IV No 125, Rt 001 Rw 008, Desa Periuk Jaya, Kec. Jatiuwung, Kab. Tangerang",001/008,Periuk Jaya,Periuk,Kota Tangerang,Banten,"-6.164583333333334, 106.60799999999999",1,68,21,"Rp3.500.000,00","Rp257.000.000,00","Rp257.000.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,tanah menggunakan metode perbandingan data pasar dan bangunan menggunakan metode DRC,Lainnya,"TANAH, PERBANDINGAN DATA PASAR",Nilai Pasar,(NULL),-6.164583333333334,106.608
Rumah Tinggal,3 Mei 2021,"Jalan Al-Furqon RT 003 RW 003, Kel. Poris Plawad Utara, Kec. Cipondoh, Kota Tangerang",003/003,Poris Plawad Utara,Cipondoh,Kota Tangerang,Banten,"-6.186805555555556, 106.66777777777779",1,77,"36,15","Rp5.400.000,00","Rp542.300.000,00","Rp542.300.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,tanah menggunakan metode perbandingan data pasar dan bangunan menggunakan metode DRC,(NULL),(NULL),Nilai Pasar,(NULL),-6.186805555555556,106.6677777777778
Mall,29 Juni 2021,"Jalan Muhammad Toha Km 2 Kelurahan Pabuaran Tumpeng dan Kelurahan Nambojaya Kecamatan Karawaci, Kota Tangerang Propinsi Banten",000/000,Pabuaran Tumpeng,Karawaci,Kota Tangerang,Banten,"-6.171027777777778, 106.6095",1,17668,24905,"Rp9.100.000,00","Rp302.985.900.000,00","Rp301.967.100.000,00",Properti,Mall,(NULL),Pelaporan Keuangan (sesuai SAK),(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),(NULL),(NULL),Nilai Wajar,(NULL),-6.171027777777778,106.6095
Rumah Tinggal,2 Februari 2021,"Taman Villa Meruya, Jalan Cempaka 1 , Blok H2 No. 38",-,Karang Mulya,Karang Tengah,Kota Tangerang,Banten,"-6.207916666666667, 106.7235",1,200,287,"Rp2.300.000.000,00","Rp3.042.000.000,00","Rp3.042.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar,Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.207916666666667,106.7235
Rumah Tinggal,21 Januari 2021,Perumahan Banjar Wijaya Cluster Italy Blok B 51 No. 11,-,Cipete,Pinang,Kota Tangerang,Banten,"-6.197611111111112, 106.66294444444445",1,256,168,"Rp2.099.200.000,00","Rp2.585.700.000,00","Rp2.585.700.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar,Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.197611111111112,106.66294444444443
Rumah Tinggal,27 September 2021,"Victoria Park Residence, Jalan Liga Utara 1, Blok C.2, No. 58, Rt. -/Rw. -, Kelurahan Karawaci Baru, Kecamatan Karawaci, Kota Tangerang, Propinsi Banten, 15116",(NULL),Karawaci Baru,Karawaci,Kota Tangerang,Banten,"-6.196527777777778, 106.62038888888888",1,136,96,"Rp7.900.000,00","Rp1.074.400.000,00","Rp1.074.400.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.196527777777778,106.62038888888888
Pabrik,31 Desember 2020,"Jalan Daan Mogot Km 21, Kelurahan Poris Plawad, Kecamatan Cipondoh, Kota Tangerang, Provinsi Banten",-,Poris Plawad,Cipondoh,Kota Tangerang,Banten,"-6.165188888888889, 106.66560833333334",1,169606,91576,"Rp7.500.000,00","Rp1.284.456.400.000,00","Rp1.284.456.400.000,00",Properti,Pabrik,(NULL),Pelaporan Keuangan (sesuai SAK),(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Reproduksi,(NULL),Nilai Wajar,(NULL),-6.165188888888889,106.66560833333334
Rumah Tinggal,28 September 2021,"Perumahan Pinang Griya Park, Jalan Anggrek Catellya, Kavling 328, Blok F No. 12A, Kelurahan Pinang, Kecamatan Pinang, Kota tangerang , Provinsi banten",(NULL),Pinang,Pinang,Kota Tangerang,Banten,"-6.215027777777778, 106.69458333333334",1,165,140,"Rp4.703.030,00","Rp885.500.000,00","Rp885.500.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),-6.215027777777778,106.69458333333334
Rumah Tinggal,20 April 2021,"Perumahan Banjar Wijaya, Cluster Grassia Blok B 43A, No.11, RT/RW.005/010 Kelurahan Pinang Kota Tanggerang, Propinsi Banten",005/010,Cipete,Pinang,Kota Tangerang,Banten,"-6.201805555555556, 106.6571388888889",1,163,58,"Rp7.500.000,00","Rp1.866.000.000,00","Rp1.866.000.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Pendapatan,(NULL),Lainnya,(NULL),Lainnya,(NULL),Nilai Pasar,(NULL),-6.201805555555556,106.6571388888889
Rumah Tinggal,27 Januari 2021,"Perumahan Green Lake City Cluster Asia Jl. Asia 15 No. 25, Kelurahan Gondrong, Kecamatan Cipondoh, Kota Tangerang, Propinsi Banten (15146)",005/02,Gondrong,Cipondoh,Kota Tangerang,Banten,"-6.1921388888888895, 106.69966666666667",1,144,106,"Rp15.814.000,00","Rp2.635.000.000,00","Rp2.635.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),Biaya Reproduksi,(NULL),Nilai Pasar,(NULL),-6.1921388888888895,106.69966666666669
Gudang,11 Agustus 2021,"Komplek Pergudangan Duta Indah Sentoha, Blok J No. 01 Jalan Moh. Toha KM 6, Kelurahan Periuk, Kecamatan Periuk, Kota Tangerang, Provinsi Banten 15131",003/004,Periuk,Periuk,Kota Tangerang,Banten,"-6.149305555555556, 106.59505555555555",1,238,321,"Rp8.170.000,00","Rp2.750.000.000,00","Rp2.750.000.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.149305555555556,106.59505555555556
Gudang,30 Juni 2021,"Jl. Kh Hasyim Ashari No. 77 Kel. Kenanga, Kec. Cipondoh, Tangerang, Banten 15148",000/000,Kenanga,Cipondoh,Kota Tangerang,Banten,"-6.198705555555556, 106.68140277777778",1,3820,2576,"Rp7.513.089,00","Rp33.200.000.000,00","Rp33.200.000.000,00",Properti,Gudang,(NULL),Jual-Beli,(NULL),Lainnya,"Biaya, pendapatan & data pasar",Lainnya,"Metode Perbandingan Data Pasar, Metode Pengembangan Tanah dan Metode Biaya Pengganti",Lainnya,"Metode Perbandingan Data Pasar, Metode Pengembangan Tanah dan Metode Biaya Pengganti",Nilai Pasar,(NULL),-6.198705555555556,106.68140277777778
Rumah Tinggal,25 Oktober 2021,Perumahan Villa Grand Tomang Zona Riveria Blok E2 No 22,002/03,Periuk,Periuk,Kota Tangerang,Banten,"-6.168388888888889, 106.59908333333333",1,116,222,"Rp4.700.000,00","Rp1.331.000.000,00","Rp1.331.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.168388888888889,106.59908333333333
Rumah Tinggal,29 April 2021,Jalan Taman Hokkaido No.95,000/000,Panunggangan Barat,Cibodas,Kota Tangerang,Banten,"-6.217361111111111, 106.62188888888888",1,136,196,"Rp7.957.000,00","Rp1.865.500.000,00","Rp1.865.500.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),-6.217361111111111,106.62188888888888
Pabrik,12 April 2021,"Jalan Raya Gatot Subroto, KM. 6.5, RT/RW. 003/002, Kelurahan Jatake, Kecamatan Jatiuwung, Kota Tangerang, Propinsi Banten, Kode Pos 15136",(NULL),Jatake,Jati Uwung,Kota Tangerang,Banten,"-6.197722222222223, 106.57813888888889",1,51791,28972,"Rp3.840.000,00","Rp250.843.900.000,00","Rp250.843.900.000,00",Properti,Pabrik,(NULL),Penjamin Utang,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),-6.197722222222223,106.57813888888889
Rukan,3 Februari 2021,"Komplek Green Lake City, Rukan Crown Blok C No. 28, Kel. Petir, Kec. Cipondoh, Kota Tangerang, Propinsi Banten, 15147",000/000,Petir,Cipondoh,Kota Tangerang,Banten,"-6.193277777777778, 106.70194444444445",1,67,"221,25","Rp33.993.022,00","Rp2.866.500.000,00","Rp2.866.500.000,00",Properti,Rukan,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),-6.193277777777778,106.70194444444444
Rumah Tinggal,8 Februari 2021,"Perumahan Modernland, Jalan Taman Bunga III Blok J1 No. 12 A",000/000,Kelapa Indah,Tangerang,Kota Tangerang,Banten,"-6.207333333333334, 106.64302777777779",1,120,158,"Rp5.500.000,00","Rp1.134.400.000,00","Rp1.134.400.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Kalkulasi Biaya,(NULL),(NULL),Nilai Pasar,(NULL),-6.207333333333334,106.6430277777778
Gudang,8 Maret 2021,"Jl. Daan Mogot  KM. 21, Pergudangan Arcadia Blok G.2 No. 6 & 7",000/000,Batuceper,Batuceper,Kota Tangerang,Banten,"-6.1595, 106.66244444444445",1,660,540,"Rp10.500.000,00","Rp8.080.000.000,00","Rp8.080.000.000,00",Properti Sederhana,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.1595,106.66244444444445
Rumah Tinggal,18 Maret 2021,Perumahan Modernland Cluster Premier Residence Kav No. 6,-,Kelapa Indah,Tangerang,Kota Tangerang,Banten,"-6.205055555555556, 106.64497222222222",1,200,187,"Rp2.120.000.000,00","Rp2.664.600.000,00","Rp2.664.600.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar,Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.205055555555556,106.64497222222222
