Nama Objek,Tgl Penilaian,Alamat,RT/RW,Desa,Kecamatan,Kota,Provinsi,Koordinat,Jumlah Satuan,Luas Tanah,Luas Bangunan,Indikasi Nilai Tanah,Nilai Objek,Total Nilai,Klasifikasi,Jenis_Objek,Jenis Objek Lainnya,Tujuan Penilaian,Tujuan Penilaian Lainnya,Pendekatan Penilaian,Pendekatan Penilaian Lainnya,Metode Penilaian1,Metode Penilaian Lainnya1,Metode Penilaian2,Metode Penilaian Lainnya2,Dasar Nilai,Dasar Nilai Lainnya,Latitude,Longitude
Rumah Tinggal,12 April 2021,"Green Lake City, Cluster Asia Jalan Asia 16 No. 29 Kelurahan Gondrong, Kecamatan Cipondoh Kota Tangerang, Provinsi Banten, 15141",0,Gondrong,Cipondoh,Kota Tangerang,Banten,"-6.192611111111112, 106.6996388888889",1,144,96,"Rp15.100.000,00","Rp2.495.600.000,00","Rp2.495.600.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,meterpersegi,Lainnya,meterpersegi,Nilai Pasar,(NULL),-6.192611111111112,106.6996388888889
Hotel,29 April 2021,Jl. Benteng Betawi No. 88,005/015,Tanah Tinggi,Tangerang,Kota Tangerang,Banten,"-6.174055555555556, 106.65747222222222",1,7584,15098,"Rp9.950.000,00","Rp177.352.100.000,00","Rp177.352.100.000,00",Properti,Hotel,(NULL),Lelang,(NULL),Pendekatan Pendapatan,(NULL),Lainnya,BRB Terdepresiasi,Lainnya,BRB TERDEPRESIASI,Nilai Pasar,(NULL),-6.174055555555556,106.65747222222222
Rumah Tinggal,23 Februari 2021,"""Perumahan Mahkota Simprug , Blok C-3 No.6 B, Kelurahan Paninggilan, Kecamatan Ciledug, Kota Tangerang, Prov Banten 15153""",000/000,Paninggilan,Ciledug,Kota Tangerang,Banten,"-6.2427222222222225, 106.71900000000001",1,82,"52,50","Rp6.018.293,00","Rp613.000.000,00","Rp613.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),-6.242722222222223,106.719
Rumah Tinggal,6 September 2021,"Jalan iskandar Muda (di lokasi Jalan Gang), RT/RW. 005/004, Kelurahan Kedaung Wetan, Kecamatan Neglasari, Kota Tangerang, Propinsi Banten, Kode Pos 15128",000/000,Kedaung Wetan,Neglasari,Kota Tangerang,Banten,"-6.135111111111112, 106.61630555555556",1,110,80,"Rp3.200.000,00","Rp405.000.000,00","Rp405.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Jual-Beli,(NULL),Pendekatan Biaya,(NULL),Lainnya,Metode Penjumlahan,(NULL),(NULL),Nilai Pasar,(NULL),-6.135111111111112,106.61630555555556
Rumah Tinggal,6 September 2021,"Jalan Iskandar Muda, Kelurahan Kedaung Wetan, Kecamatan Neglasari, Kota Tangerang, Propinsi Banten, Kode Pos 15128",000/000,Kedaung Wetan,Neglasari,Kota Tangerang,Banten,"-6.135111111111112, 106.61630555555556",1,552,104,"Rp3.500.000,00","Rp2.324.000.000,00","Rp2.324.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Jual-Beli,(NULL),Pendekatan Biaya,(NULL),Lainnya,Metode Penjumlahan,(NULL),(NULL),Nilai Pasar,(NULL),-6.135111111111112,106.61630555555556
Rumah Tinggal,6 Juli 2021,"Jl. Teladan I, No. 19, Kelurahan Sukajadi, Kecamatan Karawaci, Kota Tangerang, Provinsi Banten",(NULL),Sukajadi,Karawaci,Kota Tangerang,Banten,"-6.17975, 106.62552777777778",1,190,138,"Rp4.420.000,00","Rp1.000.000.000,00","Rp1.000.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar dan Metode DRC,(NULL),(NULL),Nilai Pasar,(NULL),-6.17975,106.62552777777778
Rumah Tinggal,7 Juli 2021,"Perumahan Modernland Cluster Bavaria Blok BV-5 No.7 Kelurahan Babakan, Kecamatan Tangerang, Kota Tangerang Provinsi Banten.",(NULL),Babakan,Tangerang,Kota Tangerang,Banten,"-6.187944444444445, 106.644",1,120,121,"Rp8.400.000,00","Rp1.410.000.000,00","Rp1.410.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar dan Metode DRC,(NULL),(NULL),Nilai Pasar,(NULL),-6.187944444444445,106.644
Rumah Tinggal,7 Juli 2021,"Jl.Pulau Putri VII Blok O-6 No.36 Kelurahan Kelapa Indah, Kecamatan Tangerang, Kota Tangerang, Provinsi Banten.",(NULL),Kelapa Indah,Tangerang,Kota Tangerang,Banten,"-6.204416666666667, 106.63436111111112",1,180,171,"Rp6.890.000,00","Rp1.734.000.000,00","Rp1.734.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar dan Metode DRC,(NULL),(NULL),Nilai Pasar,(NULL),-6.204416666666667,106.63436111111112
Pabrik,26 Februari 2021,Jalan Faliman Jaya Kp. Rawa Bamban,05/03,Jurumudi Baru,Benda,Kota Tangerang,Banten,"-6.150833333333334, 106.68680555555557",1,32550,9704,"Rp152.334.000.000,00","Rp173.390.550.000,00","Rp173.390.550.000,00",Properti,Pabrik,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar,Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.150833333333334,106.68680555555557
Rumah Tinggal,24 Maret 2021,"Perum. Magnolia Park 3, Blok C No. 3",000/000,Kenanga,Cipondoh,Kota Tangerang,Banten,"-6.1858611111111115, 106.69155555555555",1,72,"85,5","Rp10.447.540,00","Rp1.159.771.217,00","Rp1.159.771.217,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.185861111111112,106.69155555555557
Rumah Tinggal,25 Juni 2021,"Perumahan Victoria Park Residence, Jalan Shinta Boulevard, Blok D6 No.9,  RT/RW 01/09, Kelurahan Nusa Jaya, Kecamatan Karawaci, Kota Tangerang, Propinsi Banten, Kode Pos 15116",(NULL),Nusa Jaya,Karawaci,Kota Tangerang,Banten,"-6.19825, 106.61838888888889",1,180,79,"Rp7.600.000,00","Rp1.707.600.000,00","Rp1.707.600.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Tanah menggunakan Perbandingan Langsung dan Bangunan menggunakan Meter Persegi,(NULL),(NULL),Nilai Pasar,(NULL),-6.19825,106.61838888888887
Gudang,29 Maret 2021,"Jl. Daan Mogot  KM. 21, Pergudangan Arcadia Blok G.2 No. 5",000/000,Batuceper,Batuceper,Kota Tangerang,Banten,"-6.159472222222223, 106.66258333333334",1,330,270,"Rp10.970.000,00","Rp4.194.600.000,00","Rp4.194.600.000,00",Properti Sederhana,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.159472222222223,106.66258333333334
Rumah Tinggal,11 Februari 2021,Komplek Poris lndah Blok G8 No.11,003/001,Cipondoh Indah,Cipondoh,Kota Tangerang,Banten,"-6.186166666666667, 106.6846388888889",1,77,"54,25","Rp6.320.000,00","Rp604.000.000,00","Rp604.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar,Lainnya,BIAYA PENGGANTI BARU TERDEPRESIASI,Nilai Pasar,(NULL),-6.186166666666667,106.6846388888889
Rumah Tinggal,21 Mei 2021,Komplek Green Lake City Jalan Amerika Latin 9 No. 63,0,Petir,Cipondoh,Kota Tangerang,Banten,"-6.187916666666667, 106.70711111111112",1,108,104,"Rp16.900.000,00","Rp2.142.900.000,00","Rp2.142.900.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pendapatan,(NULL),Lainnya,DRC,Lainnya,Meter Persegi,Nilai Pasar,(NULL),-6.187916666666667,106.70711111111112
Rumah Tinggal,5 Maret 2021,"Perumahan Taman Jati Permai, Blok D 1 No. 02",002/010,Periuk,Periuk,Kota Tangerang,Banten,"-6.158972222222222, 106.5923611111111",1,113,159,"Rp327.700.000,00","Rp667.960.000,00","Rp667.960.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar,Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.158972222222222,106.5923611111111
Pabrik,24 April 2021,Jalan KH. Mustaqin No. 92,000/000,Gembor,Periuk,Kota Tangerang,Banten,"-6.178027777777778, 106.57283333333334",1,968,779,"Rp1.902.000,00","Rp2.976.250.000,00","Rp2.976.250.000,00",Properti,Pabrik,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.178027777777778,106.57283333333334
Rumah Tinggal,16 November 2021,"Jalan Raya Daan Mogot, No. 07 A, RT/RW. 001/004, Kelurahan Sukarasa, Kecamatan Tangerang, Kota Tangerang, Propinsi Banten, Kode Pos 15111",001/004,Sukarasa,Tangerang,Kota Tangerang,Banten,"-6.169694444444445, 106.63327777777778",1,506,235,"Rp12.330.000,00","Rp6.646.000.000,00","Rp6.646.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Jual-Beli,(NULL),Pendekatan Biaya,(NULL),Lainnya,Metode Penjumlahan,(NULL),(NULL),Nilai Pasar,(NULL),-6.169694444444445,106.63327777777778
Gudang,19 April 2021,"Jalan Gatot Subroto Km 3,1 (Pusat Niaga Cibodas) Blok E No. 4, 5, 6, 22, 23, 24 dan 25",-,Cibodas,Cibodas,Kota Tangerang,Banten,"-6.190277777777778, 106.60233333333333",1,2016,1752,"Rp12.700.800.000,00","Rp16.112.500.000,00","Rp16.112.500.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar,Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.190277777777778,106.60233333333332
Rumah Tinggal,17 Februari 2021,Komplek Green Lake City Cluster Australia No. 95,-,Ketapang,Cipondoh,Kota Tangerang,Banten,"-6.182138888888889, 106.70313888888889",1,134,84,"Rp15.200.000,00","Rp2.371.859.000,00","Rp2.371.859.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Kalkulasi biaya,(NULL),(NULL),Nilai Pasar,(NULL),-6.182138888888889,106.70313888888889
Rumah Tinggal,17 Februari 2021,Komplek Green Lake City Cluster Australia No. 116,-,Ketapang,Cipondoh,Kota Tangerang,Banten,"-6.182138888888889, 106.70313888888889",1,132,84,"Rp15.200.000,00","Rp2.341.459.000,00","Rp2.341.459.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Kalkulasi biaya,(NULL),(NULL),Nilai Pasar,(NULL),-6.182138888888889,106.70313888888889
Rukan,2 Desember 2021,"Komplek Ruko Mahkota Mas, Blok J No. 51, Jl. MH. Thamrin, Kelurahan Cikokol, Kecamatan Tangerang, Kota Tangerang, Propinsi Banten, Kode Pos 15117",000/000,Cikokol,Tangerang,Kota Tangerang,Banten,"-6.209194444444445, 106.63019444444444",1,125,281,"Rp14.107.748,00","Rp2.185.000.000,00","Rp2.185.000.000,00",Properti Sederhana,Rukan,(NULL),Pelaporan Keuangan (sesuai SAK),(NULL),Pendekatan Biaya,(NULL),Lainnya,Metode Penjumlahan,(NULL),(NULL),Nilai Pasar,(NULL),-6.209194444444445,106.63019444444444
Rumah Tinggal,2 September 2021,"Perumahan Modernland, Cluster Premier Golf Residence, Blok PG, No. 33A, Kelurahan Kelapa Indah, Kecamatan Tangerang, Kota Tangerang, Propinsi Banten, Kode Pos 15117",(NULL),Kelapa Indah,Tangerang,Kota Tangerang,Banten,"-6.203111111111111, 106.64725",1,250,320,"Rp11.500.000,00","Rp4.014.200.000,00","Rp4.014.200.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Tanah menggunakan Perbandingan Langsung dan Bangunan menggunakan Meter Persegi,(NULL),(NULL),Nilai Pasar,(NULL),-6.203111111111111,106.64725
Rumah Tinggal,20 April 2021,Perumahan Puri Permata Blok E No. 3 dan 4,-,Cipondoh Makmur,Cipondoh,Kota Tangerang,Banten,"-6.182194444444445, 106.67394444444444",1,234,399,"Rp1.895.400.000,00","Rp3.240.030.000,00","Rp3.240.030.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Pendapatan,(NULL),Lainnya,Perbandingan Data Pasar,Lainnya,metode biaya pengganti baru terdepresiasi,Nilai Pasar,(NULL),-6.182194444444445,106.67394444444444
Gudang,21 September 2021,"Kampung Doyong,  RT/RW 007/003, Kelurahan Gembor, Kecamatan Periuk, Kota Tangerang, Propinsi Banten, Kode Pos 15133",(NULL),Gembor,Periuk,Kota Tangerang,Banten,"-6.1739444444444445, 106.58238888888889",1,6648,3625,"Rp2.700.000,00","Rp25.556.300.000,00","Rp25.556.300.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Tanah menggunakan Perbandingan Langsung dan Bangunan menggunakan Meter Persegi,(NULL),(NULL),Nilai Pasar,(NULL),-6.1739444444444445,106.58238888888889
Rumah Tinggal,4 Mei 2021,"Perum. Modernland, Jalan Pulau Putri 7 Blok 04 No. 04",-,Kelapa Indah,Tangerang,Kota Tangerang,Banten,"-6.203305555555556, 106.63494444444446",1,240,184,"Rp1.800.000.000,00","Rp2.207.630.000,00","Rp2.207.630.000,00",Properti,Rumah Tinggal,(NULL),Jual-Beli,(NULL),Pendekatan Pendapatan,(NULL),Lainnya,Perbandingan Data Pasar,Lainnya,metode biaya pengganti baru terdepresiasi,Nilai Pasar,(NULL),-6.203305555555556,106.63494444444446
Pabrik,10 Juni 2021,"Jalan Raya Prabu Siliwangi KM. 3, Kelurahan Pasir Jaya, Kecamatan Jatiuwung, Kota Tangerang, Provinsi Banten",0,Jatake,Jati Uwung,Kota Tangerang,Banten,"-6.178222222222223, 106.56702777777777",1,59410,39569,"Rp2.700.000,00","Rp74.872.190.000,00","Rp73.470.650.000,00",Properti,Pabrik,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,drc,Lainnya,drc,Nilai Pasar,(NULL),-6.178222222222223,106.56702777777777
Gudang,30 November 2021,"Komplek Pergudangan Lio Baru Asri, Blok A5-6, Kelurahan Batu Sari, Kecamatan Batu Ceper, Kota Tangerang, Propinsi Banten Kode Pos 15121",(NULL),Batusari,Batuceper,Kota Tangerang,Banten,"-6.162416666666667, 106.65425",1,714,552,"Rp8.100.000,00","Rp7.071.000.000,00","Rp7.071.000.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Tanah menggunakan Perbandingan Langsung dan Bangunan menggunakan Meter Persegi,(NULL),(NULL),Nilai Pasar,(NULL),-6.162416666666667,106.65425
Gudang,24 September 2021,"Jalan Industri, No.2, RT/RW 001/06, Kelurahan Jatiuwung , Kecamatan Cibodas , Kota Tangerang , Provinsi Banten, Kode Pos 15134",0,Jatiuwung,Cibodas,Kota Tangerang,Banten,"-6.1930555555555555, 106.58902777777777",1,10630,7686,"Rp2.500.000,00","Rp36.174.900.000,00","Rp36.174.900.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Reproduksi,(NULL),Nilai Pasar,(NULL),-6.193055555555556,106.58902777777776
Rumah Tinggal,19 Februari 2021,"Perumahan Cimone Permai 2, Jalan Cimone Beta 1 No. 27, Kelurahan Cimone, Kecamatan Karawaci",000/000,Cimone,Karawaci,Kota Tangerang,Banten,"-6.193083333333334, 106.61013888888888",1,144,183,"Rp3.900.000,00","Rp966.800.000,00","Rp966.800.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pendapatan,(NULL),Metode Diskonto Arus Kas (DCF),(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.193083333333334,106.61013888888888
Gudang,26 November 2021,"Jalan Melati No. 20-B, Kelurahan Tanah Tinggi, Kecamatan Tangerang, Kota Tangerang, Provinsi Banten",000/000,Tanah Tinggi,Tangerang,Kota Tangerang,Banten,"-6.1675, 106.65575000000001",1,2070,1297,"Rp3.803.387,00","Rp12.108.000.000,00","Rp12.108.000.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,DRC,(NULL),(NULL),Nilai Pasar,(NULL),-6.1675,106.65575
Rumah Tinggal,29 Maret 2021,"Cluster Graha Permata Poris, Blok A No. 12",-,Poris Plawad,Cipondoh,Kota Tangerang,Banten,"-6.177111111111111, 106.66622222222223",1,76,41,"Rp8.600.000,00","Rp804.800.000,00","Rp804.800.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Kalkulasi biaya,(NULL),(NULL),Nilai Pasar,(NULL),-6.177111111111111,106.66622222222225
Rumah Tinggal,20 Maret 2021,"Komplek Pinang Indah, Jalan Hidup Baru IV Blok A63 No. 9",006/001,Sudimara Pinang,Pinang,Kota Tangerang,Banten,"-6.2242500000000005, 106.68297222222223",1,60,42,"Rp6.100.000,00","Rp464.000.000,00","Rp464.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.2242500000000005,106.68297222222223
Rumah Tinggal,19 Februari 2021,Jl. Mahoni V No. 39,0,Cibodas Baru,Cibodas,Kota Tangerang,Banten,"-6.216666666666667, 106.74519444444445",1,90,275,"Rp3.831.000,00","Rp1.192.000.000,00","Rp1.192.000.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),-6.216666666666667,106.74519444444444
Rumah Tinggal,19 Februari 2021,Jl. Cemara V No. 83,0,Cibodasari,Cibodas,Kota Tangerang,Banten,"-6.206055555555555, 106.61113888888889",1,90,36,"Rp3.831.000,00","Rp453.717.000,00","Rp453.717.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),-6.206055555555555,106.61113888888887
Rumah Tinggal,19 Februari 2021,Jl. Kav P&K V No. 45D,0,Parung Serab,Ciledug,Kota Tangerang,Banten,"-6.2495, 106.69800000000001",1,72,45,"Rp7.636.000,00","Rp696.444.210,00","Rp696.444.210,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),-6.2495,106.698
Gudang,25 Maret 2021,"Pergudangan TDK (Teguh Daya Karsa) Blok D-9, Gang Rasico Km 18, Jalan Kebon Besar, Kel. Kebon Besar, Kec. Batu Ceper, Kota Tangerang, Propinsi Banten 15122",000/000,Kebon Besar,Batuceper,Kota Tangerang,Banten,"-6.1562222222222225, 106.68491666666667",1,487,390,"Rp8.250.000,00","Rp5.020.100.000,00","Rp5.020.100.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar,Lainnya,BIAYA PENGGANTI BARU TERDEPRESIASI,Nilai Pasar,(NULL),-6.156222222222223,106.68491666666668
Rumah Tinggal,12 Juli 2021,Jalan Ir. Sutami 1 No. 36 (dh. Jalan Marga II No. 56),001/010,Sukasari,Tangerang,Kota Tangerang,Banten,"-6.177722222222222, 106.63711111111112",1,254,184,"Rp1.422.400.000,00","Rp1.495.200.000,00","Rp1.495.200.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar,Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.177722222222222,106.63711111111112
Rumah Tinggal,15 Februari 2021,"""Jalan Prof. Dr. Hamka RT/RW.004/01 Kelurahan Gaga Kecamatan Larangan Kota Tangerang Provinsi Banten",-,Gaga,Larangan,Kota Tangerang,Banten,"-6.2418611111111115, 106.72705555555555",1,116,91,"Rp3.536.175,00","Rp613.390.000,00","Rp613.390.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Jual-Beli,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),-6.241861111111112,106.72705555555557
Rumah Tinggal,25 Februari 2021,Jl. Raya Setneg Kebon Nanas Rt. 006 Rw. 001,0,Panunggangan Utara,Pinang,Kota Tangerang,Banten,"-6.216722222222223, 106.63230555555555",1,148,139,"Rp6.666.000,00","Rp1.515.800.000,00","Rp1.515.800.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),-6.216722222222223,106.63230555555556
Rumah Tinggal,19 Agustus 2021,Jalan Labu III No. 100,-,Cibodasari,Cibodas,Kota Tangerang,Banten,"-6.212972222222223, 106.60458333333332",1,96,81,"Rp336.000.000,00","Rp448.700.000,00","Rp448.700.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),-6.212972222222223,106.60458333333332
Rumah Tinggal,6 September 2021,"Komplek Green Lake City, Cluster West Erope, Jl. West Europe 3 No.38",000/000,Ketapang,Cipondoh,Kota Tangerang,Banten,"-6.18025, 106.70686111111111",1,90,98,"Rp19.926.111,00","Rp2.201.069.200,00","Rp2.201.069.200,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.18025,106.70686111111112
Rumah Tinggal,22 November 2021,"Green Lake City, Cluster West Europe Jalan Europe 8A No. 82 Kelurahan Ketapang, Kecamatan Cipondoh Kota Tangerang, Provinsi Banten, 15141",0,Ketapang,Cipondoh,Kota Tangerang,Banten,"-6.181361111111111, 106.70480555555555",1,125,114,"Rp17.700.000,00","Rp2.609.200.000,00","Rp2.609.200.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,meterpersegi,Lainnya,meterpersegi,Nilai Pasar,(NULL),-6.181361111111111,106.70480555555557
Rumah Tinggal,21 April 2021,"Perumahan Duta Gardenia, Blok F-9 No. 12",000/000,Jurumudi Baru,Benda,Kota Tangerang,Banten,"-6.148388888888889, 106.67991666666667",1,203,82,"Rp7.120.000,00","Rp1.534.576.000,00","Rp1.534.576.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.148388888888889,106.67991666666668
Rumah Tinggal,9 Maret 2021,Jl. Nyiur I Rt. 001 Rw. 09,0,Kunciran Indah,Pinang,Kota Tangerang,Banten,"-6.224638888888889, 106.67525",1,150,55,"Rp3.616.000,00","Rp735.775.000,00","Rp735.775.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),-6.224638888888889,106.67525
Rumah Tinggal,18 Oktober 2021,"Perum. Taman Royal 1, Cluster Pinus, Jl. Pinus IX No. 6",000/000,Tanah Tinggi,Tangerang,Kota Tangerang,Banten,"-6.180694444444445, 106.65761111111112",1,88,106,"Rp7.619.009,00","Rp1.023.514.689,00","Rp1.023.514.689,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.180694444444445,106.65761111111112
Rumah Tinggal,27 September 2021,Gang Mandor Masan No. 57 RT. 003 RW. 05 Kelurahan Kunciran Kecamatan Pinang Kota Tangerang Provinsi Banten,003/005,Kunciran,Pinang,Kota Tangerang,Banten,"-6.2170000000000005, 106.67436111111111",1,95,91,"Rp228.000.000,00","Rp352.000.000,00","Rp0,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),-6.2170000000000005,106.67436111111112
Rumah Tinggal,12 Oktober 2021,"Komplek Perumahan Modernland, Cluster Premier Golf Residence Kav 93",-,Cipete,Pinang,Kota Tangerang,Banten,"-6.203, 106.64933333333335",1,400,302,"Rp5.000.000.000,00","Rp6.012.000.000,00","Rp6.012.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar,Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.203,106.64933333333336
Rumah Tinggal,12 Oktober 2021,Komplek Perumahan Banjar Wijaya Blok A 20 A No. 11,-,Poris Plawad Indah,Cipondoh,Kota Tangerang,Banten,"-6.189111111111111, 106.65397222222222",1,153,123,"Rp1.124.550.000,00","Rp1.359.000.000,00","Rp1.359.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar,Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.189111111111111,106.65397222222222
Gudang,14 Oktober 2021,"Komplek Pergudangan 38, Jl. Pembangunan 3 No. 14-15, Kel. Batu Sari, Kec. Batu Ceper",000/000,Batusari,Batuceper,Kota Tangerang,Banten,"-6.158472222222223, 106.65341666666667",1,491,390,"Rp9.600.000,00","Rp5.721.700.000,00","Rp5.721.700.000,00",Properti,Gudang,(NULL),Lelang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.158472222222223,106.65341666666669
Rumah Tinggal,25 Oktober 2021,Jl. Dipati Ukur No. 107 Kp. Uwungjaya,001/009,Cibodas,Cibodas,Kota Tangerang,Banten,"-6.192611111111112, 106.60116666666666",1,404,275,"Rp2.100.000,00","Rp948.800.000,00","Rp948.800.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.192611111111112,106.60116666666666
